[E 260317 09:34:42 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Too many requests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '09:cc:07:74:64:55', 'Accept': 'application/json', 'X-PrivateKey': 'pEOas0vU', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NSE', 'symboltoken': '99926000', 'interval': 'FIVE_MINUTE', 'fromdate': '2026-03-17 09:00', 'todate': '2026-03-17 09:34'}, Response: {'message': 'Too many requests', 'errorcode': 'AB1019', 'status': False, 'data': None}
[E 260317 09:44:50 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Too many requests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': 'af:3a:33:0e:cc:2a', 'Accept': 'application/json', 'X-PrivateKey': 'pEOas0vU', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'BSE', 'symboltoken': '99919000', 'interval': 'FIVE_MINUTE', 'fromdate': '2026-03-17 09:00', 'todate': '2026-03-17 09:44'}, Response: {'message': 'Too many requests', 'errorcode': 'AB1019', 'status': False, 'data': None}
[E 260317 09:44:50 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Too many requests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': 'af:3a:33:0e:cc:2a', 'Accept': 'application/json', 'X-PrivateKey': 'pEOas0vU', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'BSE', 'symboltoken': '99919000', 'interval': 'FIFTEEN_MINUTE', 'fromdate': '2026-03-17 09:00', 'todate': '2026-03-17 09:44'}, Response: {'message': 'Too many requests', 'errorcode': 'AB1019', 'status': False, 'data': None}
[E 260317 09:44:52 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Too many requests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': 'af:3a:33:0e:cc:2a', 'Accept': 'application/json', 'X-PrivateKey': 'pEOas0vU', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NSE', 'symboltoken': '99926037', 'interval': 'FIVE_MINUTE', 'fromdate': '2026-03-17 09:00', 'todate': '2026-03-17 09:44'}, Response: {'message': 'Too many requests', 'errorcode': 'AB1019', 'status': False, 'data': None}
[E 260317 09:44:53 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Too many requests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': 'af:3a:33:0e:cc:2a', 'Accept': 'application/json', 'X-PrivateKey': 'pEOas0vU', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NSE', 'symboltoken': '99926037', 'interval': 'FIFTEEN_MINUTE', 'fromdate': '2026-03-17 09:00', 'todate': '2026-03-17 09:44'}, Response: {'message': 'Too many requests', 'errorcode': 'AB1019', 'status': False, 'data': None}
[E 260317 09:44:54 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Too many requests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': 'af:3a:33:0e:cc:2a', 'Accept': 'application/json', 'X-PrivateKey': 'pEOas0vU', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NSE', 'symboltoken': '99926074', 'interval': 'FIVE_MINUTE', 'fromdate': '2026-03-17 09:00', 'todate': '2026-03-17 09:44'}, Response: {'message': 'Too many requests', 'errorcode': 'AB1019', 'status': False, 'data': None}
[E 260317 09:44:55 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Too many requests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': 'af:3a:33:0e:cc:2a', 'Accept': 'application/json', 'X-PrivateKey': 'pEOas0vU', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NSE', 'symboltoken': '99926074', 'interval': 'FIFTEEN_MINUTE', 'fromdate': '2026-03-17 09:00', 'todate': '2026-03-17 09:44'}, Response: {'message': 'Too many requests', 'errorcode': 'AB1019', 'status': False, 'data': None}
[E 260317 09:44:56 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Too many requests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': 'af:3a:33:0e:cc:2a', 'Accept': 'application/json', 'X-PrivateKey': 'pEOas0vU', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'MCX', 'symboltoken': '472790', 'interval': 'FIVE_MINUTE', 'fromdate': '2026-03-17 09:00', 'todate': '2026-03-17 09:44'}, Response: {'message': 'Too many requests', 'errorcode': 'AB1019', 'status': False, 'data': None}
[E 260317 09:44:57 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Too many requests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': 'af:3a:33:0e:cc:2a', 'Accept': 'application/json', 'X-PrivateKey': 'pEOas0vU', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'MCX', 'symboltoken': '472790', 'interval': 'FIFTEEN_MINUTE', 'fromdate': '2026-03-17 09:00', 'todate': '2026-03-17 09:44'}, Response: {'message': 'Too many requests', 'errorcode': 'AB1019', 'status': False, 'data': None}
[E 260317 09:44:58 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Too many requests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': 'af:3a:33:0e:cc:2a', 'Accept': 'application/json', 'X-PrivateKey': 'pEOas0vU', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'MCX', 'symboltoken': '477904', 'interval': 'FIVE_MINUTE', 'fromdate': '2026-03-17 09:00', 'todate': '2026-03-17 09:44'}, Response: {'message': 'Too many requests', 'errorcode': 'AB1019', 'status': False, 'data': None}
[E 260317 09:58:46 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Too many requests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': 'a5:6d:26:b2:fd:1b', 'Accept': 'application/json', 'X-PrivateKey': 'pEOas0vU', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'MCX', 'symboltoken': '457533', 'interval': 'FIVE_MINUTE', 'fromdate': '2026-03-17 09:00', 'todate': '2026-03-17 09:58'}, Response: {'message': 'Too many requests', 'errorcode': 'AB1019', 'status': False, 'data': None}
[E 260317 09:58:47 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Too many requests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': 'a5:6d:26:b2:fd:1b', 'Accept': 'application/json', 'X-PrivateKey': 'pEOas0vU', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'MCX', 'symboltoken': '457533', 'interval': 'FIFTEEN_MINUTE', 'fromdate': '2026-03-17 09:00', 'todate': '2026-03-17 09:58'}, Response: {'message': 'Too many requests', 'errorcode': 'AB1019', 'status': False, 'data': None}
[E 260317 09:58:48 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Too many requests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': 'a5:6d:26:b2:fd:1b', 'Accept': 'application/json', 'X-PrivateKey': 'pEOas0vU', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NSE', 'symboltoken': '11483', 'interval': 'FIVE_MINUTE', 'fromdate': '2026-03-17 09:00', 'todate': '2026-03-17 09:58'}, Response: {'message': 'Too many requests', 'errorcode': 'AB1019', 'status': False, 'data': None}
[E 260317 09:58:49 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Too many requests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': 'a5:6d:26:b2:fd:1b', 'Accept': 'application/json', 'X-PrivateKey': 'pEOas0vU', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NSE', 'symboltoken': '11483', 'interval': 'FIFTEEN_MINUTE', 'fromdate': '2026-03-17 09:00', 'todate': '2026-03-17 09:58'}, Response: {'message': 'Too many requests', 'errorcode': 'AB1019', 'status': False, 'data': None}
[E 260317 09:58:50 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Too many requests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': 'a5:6d:26:b2:fd:1b', 'Accept': 'application/json', 'X-PrivateKey': 'pEOas0vU', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NSE', 'symboltoken': '11630', 'interval': 'FIVE_MINUTE', 'fromdate': '2026-03-17 09:00', 'todate': '2026-03-17 09:58'}, Response: {'message': 'Too many requests', 'errorcode': 'AB1019', 'status': False, 'data': None}
[E 260317 09:58:51 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Too many requests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': 'a5:6d:26:b2:fd:1b', 'Accept': 'application/json', 'X-PrivateKey': 'pEOas0vU', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NSE', 'symboltoken': '11630', 'interval': 'FIFTEEN_MINUTE', 'fromdate': '2026-03-17 09:00', 'todate': '2026-03-17 09:58'}, Response: {'message': 'Too many requests', 'errorcode': 'AB1019', 'status': False, 'data': None}
[E 260317 09:58:52 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Too many requests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': 'a5:6d:26:b2:fd:1b', 'Accept': 'application/json', 'X-PrivateKey': 'pEOas0vU', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NSE', 'symboltoken': '10999', 'interval': 'FIVE_MINUTE', 'fromdate': '2026-03-17 09:00', 'todate': '2026-03-17 09:58'}, Response: {'message': 'Too many requests', 'errorcode': 'AB1019', 'status': False, 'data': None}
[E 260317 09:58:53 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Too many requests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': 'a5:6d:26:b2:fd:1b', 'Accept': 'application/json', 'X-PrivateKey': 'pEOas0vU', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NSE', 'symboltoken': '10999', 'interval': 'FIFTEEN_MINUTE', 'fromdate': '2026-03-17 09:00', 'todate': '2026-03-17 09:58'}, Response: {'message': 'Too many requests', 'errorcode': 'AB1019', 'status': False, 'data': None}
[E 260317 09:58:54 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Too many requests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': 'a5:6d:26:b2:fd:1b', 'Accept': 'application/json', 'X-PrivateKey': 'pEOas0vU', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NSE', 'symboltoken': '10604', 'interval': 'FIVE_MINUTE', 'fromdate': '2026-03-17 09:00', 'todate': '2026-03-17 09:58'}, Response: {'message': 'Too many requests', 'errorcode': 'AB1019', 'status': False, 'data': None}
[E 260317 09:58:55 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Too many requests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': 'a5:6d:26:b2:fd:1b', 'Accept': 'application/json', 'X-PrivateKey': 'pEOas0vU', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NSE', 'symboltoken': '10604', 'interval': 'FIFTEEN_MINUTE', 'fromdate': '2026-03-17 09:00', 'todate': '2026-03-17 09:58'}, Response: {'message': 'Too many requests', 'errorcode': 'AB1019', 'status': False, 'data': None}
[E 260317 09:58:56 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Too many requests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': 'a5:6d:26:b2:fd:1b', 'Accept': 'application/json', 'X-PrivateKey': 'pEOas0vU', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NSE', 'symboltoken': '3045', 'interval': 'FIVE_MINUTE', 'fromdate': '2026-03-17 09:00', 'todate': '2026-03-17 09:58'}, Response: {'message': 'Too many requests', 'errorcode': 'AB1019', 'status': False, 'data': None}
[E 260317 09:58:57 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Too many requests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': 'a5:6d:26:b2:fd:1b', 'Accept': 'application/json', 'X-PrivateKey': 'pEOas0vU', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NSE', 'symboltoken': '3045', 'interval': 'FIFTEEN_MINUTE', 'fromdate': '2026-03-17 09:00', 'todate': '2026-03-17 09:58'}, Response: {'message': 'Too many requests', 'errorcode': 'AB1019', 'status': False, 'data': None}
[E 260317 09:58:58 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Too many requests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': 'a5:6d:26:b2:fd:1b', 'Accept': 'application/json', 'X-PrivateKey': 'pEOas0vU', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NSE', 'symboltoken': '3456', 'interval': 'FIVE_MINUTE', 'fromdate': '2026-03-17 09:00', 'todate': '2026-03-17 09:58'}, Response: {'message': 'Too many requests', 'errorcode': 'AB1019', 'status': False, 'data': None}
[E 260317 09:58:59 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Too many requests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': 'a5:6d:26:b2:fd:1b', 'Accept': 'application/json', 'X-PrivateKey': 'pEOas0vU', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NSE', 'symboltoken': '3456', 'interval': 'FIFTEEN_MINUTE', 'fromdate': '2026-03-17 09:00', 'todate': '2026-03-17 09:58'}, Response: {'message': 'Too many requests', 'errorcode': 'AB1019', 'status': False, 'data': None}
[E 260317 10:12:52 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Too many requests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '59:0f:f4:dc:40:0d', 'Accept': 'application/json', 'X-PrivateKey': 'pEOas0vU', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NSE', 'symboltoken': '99926000', 'interval': 'FIVE_MINUTE', 'fromdate': '2026-03-17 09:00', 'todate': '2026-03-17 10:12'}, Response: {'message': 'Too many requests', 'errorcode': 'AB1019', 'status': False, 'data': None}
[E 260317 10:12:53 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Too many requests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '59:0f:f4:dc:40:0d', 'Accept': 'application/json', 'X-PrivateKey': 'pEOas0vU', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NSE', 'symboltoken': '99926000', 'interval': 'FIFTEEN_MINUTE', 'fromdate': '2026-03-17 09:00', 'todate': '2026-03-17 10:12'}, Response: {'message': 'Too many requests', 'errorcode': 'AB1019', 'status': False, 'data': None}
[E 260317 10:13:51 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Too many requests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '59:0f:f4:dc:40:0d', 'Accept': 'application/json', 'X-PrivateKey': 'pEOas0vU', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NSE', 'symboltoken': '99926074', 'interval': 'FIVE_MINUTE', 'fromdate': '2026-03-17 09:00', 'todate': '2026-03-17 10:13'}, Response: {'message': 'Too many requests', 'errorcode': 'AB1019', 'status': False, 'data': None}
[E 260317 10:13:52 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Too many requests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '59:0f:f4:dc:40:0d', 'Accept': 'application/json', 'X-PrivateKey': 'pEOas0vU', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NSE', 'symboltoken': '99926074', 'interval': 'FIFTEEN_MINUTE', 'fromdate': '2026-03-17 09:00', 'todate': '2026-03-17 10:13'}, Response: {'message': 'Too many requests', 'errorcode': 'AB1019', 'status': False, 'data': None}
[E 260317 10:15:32 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Too many requests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '59:0f:f4:dc:40:0d', 'Accept': 'application/json', 'X-PrivateKey': 'pEOas0vU', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NSE', 'symboltoken': '11630', 'interval': 'FIVE_MINUTE', 'fromdate': '2026-03-17 09:00', 'todate': '2026-03-17 10:15'}, Response: {'message': 'Too many requests', 'errorcode': 'AB1019', 'status': False, 'data': None}
[E 260317 10:15:33 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Too many requests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '59:0f:f4:dc:40:0d', 'Accept': 'application/json', 'X-PrivateKey': 'pEOas0vU', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NSE', 'symboltoken': '11630', 'interval': 'FIFTEEN_MINUTE', 'fromdate': '2026-03-17 09:00', 'todate': '2026-03-17 10:15'}, Response: {'message': 'Too many requests', 'errorcode': 'AB1019', 'status': False, 'data': None}
[E 260317 10:15:47 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Too many requests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '59:0f:f4:dc:40:0d', 'Accept': 'application/json', 'X-PrivateKey': 'pEOas0vU', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NSE', 'symboltoken': '10999', 'interval': 'FIVE_MINUTE', 'fromdate': '2026-03-17 09:00', 'todate': '2026-03-17 10:15'}, Response: {'message': 'Too many requests', 'errorcode': 'AB1019', 'status': False, 'data': None}
[E 260317 10:15:48 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Too many requests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '59:0f:f4:dc:40:0d', 'Accept': 'application/json', 'X-PrivateKey': 'pEOas0vU', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NSE', 'symboltoken': '10999', 'interval': 'FIFTEEN_MINUTE', 'fromdate': '2026-03-17 09:00', 'todate': '2026-03-17 10:15'}, Response: {'message': 'Too many requests', 'errorcode': 'AB1019', 'status': False, 'data': None}
[E 260317 10:16:47 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Too many requests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '59:0f:f4:dc:40:0d', 'Accept': 'application/json', 'X-PrivateKey': 'pEOas0vU', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NSE', 'symboltoken': '2885', 'interval': 'FIVE_MINUTE', 'fromdate': '2026-03-17 09:00', 'todate': '2026-03-17 10:16'}, Response: {'message': 'Too many requests', 'errorcode': 'AB1019', 'status': False, 'data': None}
[E 260317 10:16:48 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Too many requests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '59:0f:f4:dc:40:0d', 'Accept': 'application/json', 'X-PrivateKey': 'pEOas0vU', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NSE', 'symboltoken': '2885', 'interval': 'FIFTEEN_MINUTE', 'fromdate': '2026-03-17 09:00', 'todate': '2026-03-17 10:16'}, Response: {'message': 'Too many requests', 'errorcode': 'AB1019', 'status': False, 'data': None}
[E 260317 10:26:45 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData. Error: Too many requests. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/historical/v1/getCandleData, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': 'c3:82:c1:ad:c3:fb', 'Accept': 'application/json', 'X-PrivateKey': 'pEOas0vU', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'exchange': 'NSE', 'symboltoken': '99926037', 'interval': 'FIVE_MINUTE', 'fromdate': '2026-03-17 09:00', 'todate': '2026-03-17 10:26'}, Response: {'message': 'Too many requests', 'errorcode': 'AB1019', 'status': False, 'data': None}
